id,property_id,year,month,occupancy,adr,revenue,country,country_code,adm_1_id,adm_2_id,adm_3_id,bathrooms,bedrooms,revpar,fetched_revenue,property_grade
4075044,abnb_908483243772946346,2024,1,0.15,84.467565,4624.59918375,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,12.67013475,253.402695,A
3493752,abnb_34780585,2024,1,0.480769231,151.7725512,26633.164045476227,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,72.96757272733213,3794.31378,A
1664452,abnb_855629193640408127,2024,1,1.0,70.54434,25748.6841,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,70.54434,141.08868,A
1648282,abnb_18460813,2024,1,0.111111111,130.878315,5307.842769692157,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,14.542034985457965,392.634945,A
4716151,abnb_24509730,2024,1,0.95,134.472646842,46628.3902924635,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,127.7490144999,7664.94087,A
3731143,vrbo_10790332ha,2024,1,1.0,180.902473393,66029.402788445,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,180.902473393,5065.269255,A
4891623,abnb_28423411,2024,1,0.444444444,621.2616,100782.4372325509,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,4,3,276.1162663905504,2485.0464,A
1952353,abnb_23699876,2024,1,1.0,94.551355227,34511.244657855,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,94.551355227,2080.129815,A
5215685,abnb_827429484077538162,2024,1,1.0,165.22227,60306.12855,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,165.22227,2313.11178,A
1664211,abnb_876537779085434437,2024,1,0.111111111,331.64406,13450.009086549991,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,3,36.84933996315066,994.93218,A
4716159,abnb_24450565,2024,1,0.5,39.913245,7284.1672125,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,19.9566225,199.566225,A
4716106,abnb_24790788,2024,1,0.146341463,100.0706025,5345.234606196632,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,1,14.644478373141457,600.423615,A
4891792,abnb_26707132,2024,1,0.416666667,144.7424346,22012.91194636033,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,60.30934779824748,3618.560865,A
4715976,abnb_25660237,2024,1,1.0,1499.76338625,547413.63598125,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,1499.76338625,5999.053545,A
1648295,abnb_18388486,2024,1,1.0,230.23224,84034.7676,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,5,230.23224,690.69672,A
2550567,abnb_32480514,2024,1,0.225806452,293.27202,24171.29072208166,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,66.22271430707303,2052.90414,A
4388196,abnb_48204434,2024,1,0.967741935,900.494326,318077.8343474127,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,4,4,871.4461214997608,27014.82978,A
4075228,abnb_896918506916837879,2024,1,1.0,76.352528571,27868.672928415,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,76.352528571,534.4677,A
4075220,abnb_897147127475630620,2024,1,1.0,88.180425,32185.855125,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,88.180425,969.984675,A
4388262,abnb_46887888,2024,1,1.0,632.22504,230762.1396,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,5,632.22504,2528.90016,A
1174795,abnb_47396209,2024,1,0.142857143,129.477195,6751.310888894168,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,18.496742161353886,776.86317,A
1479394,abnb_666312925916719324,2024,1,0.133333333,52.07634,2534.381873664045,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,6.94351198264122,208.30536,A
2519393,abnb_694791426191934329,2024,1,0.2,204.65088,14939.51424,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,40.930176,204.65088,A
1648321,abnb_18273568,2024,1,1.0,491.95395,179563.19175,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,2,491.95395,983.9079,A
1479330,abnb_671620845315588675,2024,1,1.0,465.96393,170076.83445,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,465.96393,4659.6393,A
5392458,abnb_27270894,2024,1,0.233333333,148.201640357,12621.839685706635,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,34.58038270056612,2074.822965,A
5392431,abnb_27378228,2024,1,0.153846154,201.422655,11310.656792079888,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,3,30.98810080021887,402.84531,A
1174644,abnb_48355888,2024,1,0.5,201.422655,36759.6345375,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,100.7113275,201.422655,A
2550427,abnb_33513941,2024,1,1.0,58.477545,21344.303925,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,0,58.477545,116.95509,A
2550423,abnb_33541747,2024,1,1.0,53.83647,19650.31155,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,53.83647,53.83647,A
4051383,abnb_33551639,2024,1,0.083333333,48.42186,1472.8315691086736,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,4.03515498385938,48.42186,A
